Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
21,Harbhajan Singh,Chennai Super Kings,112,0.386,0.129,"$312,500","$1,168,706"
22,S Dhawan,Delhi Capitals,105,0.36200000000000004,0.11900000000000001,"$812,500","$1,131,960"
23,DL Chahar,Chennai Super Kings,98,0.337,0.162,"$125,000","$1,093,683"
24,AS Joseph,Mumbai Indians,97,0.336,0.063,NA,"$1,092,152"
25,SPD Smith,Rajasthan Royals,97,0.335,0.08,"$1,953,130","$1,090,621"
26,SA Yadav,Mumbai Indians,91,0.315,0.111,"$500,000","$1,059,999"
27,V Kohli,Royal Challengers Bangalore,76,0.261,0.094,"$2,656,250","$977,321"
28,YS Chahal,Royal Challengers Bangalore,76,0.261,0.134,"$937,500","$977,321"
29,N Rana,Kolkata Knight Riders,75,0.258,0.11199999999999999,"$531,250","$972,727"
30,Shubman Gill,Kolkata Knight Riders,74,0.256,0.08,"$281,250","$969,665"
31,Mohammed Shami,Kings XI Punjab,69,0.23800000000000002,0.131,"$685,700","$942,106"
32,SN Khan,Kings XI Punjab,63,0.218,0.055,"$35,700","$911,484"
33,O Thomas,Rajasthan Royals,63,0.21600000000000003,0.038,"$157,100","$908,422"
34,AM Rahane,Rajasthan Royals,60,0.20800000000000002,0.10300000000000001,"$625,000","$896,173"
35,JC Archer,Rajasthan Royals,59,0.205,0.10400000000000001,"$1,125,000","$891,580"
36,KD Karthik,Kolkata Knight Riders,59,0.203,0.075,"$1,156,250","$888,518"
37,KA Pollard,Mumbai Indians,57,0.19699999999999998,0.076,"$843,750","$879,331"
38,MM Ali,Royal Challengers Bangalore,52,0.179,0.10400000000000001,"$265,630","$851,772"
39,SS Iyer,Delhi Capitals,47,0.162,0.102,"$1,093,750","$825,743"
40,CA Lynn,Kolkata Knight Riders,44,0.153,0.095,"$1,500,000","$811,963"
41,DW Steyn,Royal Challengers Bangalore,42,0.145,0.031,"$345,000","$799,715"
42,J Suchith,Delhi Capitals,33,0.115,0.021,"$16,667","$753,782"
43,RV Uthappa,Kolkata Knight Riders,32,0.11199999999999999,0.07200000000000001,"$1,000,000","$749,189"
44,MJ Santner,Chennai Super Kings,32,0.111,0.044000000000000004,"$78,130","$747,658"
45,I Sharma,Delhi Capitals,30,0.102,0.086,"$157,100","$733,878"
46,Mandeep Singh,Kings XI Punjab,28,0.09699999999999999,0.040999999999999995,"$218,750","$726,223"
47,IS Sodhi,Rajasthan Royals,23,0.08,0.027999999999999997,"$69,573","$700,194"
48,MA Agarwal,Kings XI Punjab,22,0.076,0.066,"$156,250","$694,070"
49,SL Malinga,Mumbai Indians,22,0.075,0.10400000000000001,"$285,700","$692,539"
50,AS Roy,Mumbai Indians,20,0.068,0.004,"$31,250","$681,821"
51,MP Stoinis,Royal Challengers Bangalore,19,0.064,0.075,"$968,750","$675,697"
52,RG Sharma,Mumbai Indians,17,0.057999999999999996,0.09699999999999999,"$2,343,750","$666,510"
53,Gurkeerat Singh,Royal Challengers Bangalore,15,0.051,0.019,"$71,400","$655,793"
54,RD Chahar,Mumbai Indians,14,0.049,0.106,"$296,880","$652,731"
55,R Tewatia,Delhi Capitals,13,0.044000000000000004,0.024,"$468,750","$645,075"
56,M Vijay,Chennai Super Kings,9,0.028999999999999998,0.016,"$312,500","$622,109"
57,VR Aaron,Rajasthan Royals,5,0.017,0.027999999999999997,"$342,900","$603,736"
58,Mohammad Nabi,Sunrisers Hyderabad,4,0.013999999999999999,0.077,"$156,250","$599,143"
59,A Mishra,Delhi Capitals,4,0.012,0.073,"$625,000","$596,080"
60,N Pooran,Kings XI Punjab,2,0.006,0.046,"$600,000","$586,894"
61,MM Sharma,Chennai Super Kings,1,0.003,0.006,"$714,300","$582,301"
62,Rashid Khan,Sunrisers Hyderabad,-4,-0.015,0.114,"$1,406,250","$554,741"
63,Sandeep Sharma,Sunrisers Hyderabad,-4,-0.015,0.083,"$468,750","$554,741"
64,KV Sharma,Chennai Super Kings,-5,-0.018000000000000002,0.004,"$478,000","$550,148"
65,CV Varun,Kings XI Punjab,-7,-0.025,0.006999999999999999,"$1,200,000","$539,430"
66,MJ Guptill,Sunrisers Hyderabad,-7,-0.025,0.016,"$142,900","$539,430"
67,DA Miller,Kings XI Punjab,-9,-0.031,0.046,"$468,750","$530,244"
68,Ishan Kishan,Mumbai Indians,-10,-0.034,0.033,"$968,750","$525,651"
69,P Simran Singh,Kings XI Punjab,-12,-0.04,0.005,"$685,700","$516,464"
70,SD Lad,Mumbai Indians,-13,-0.044000000000000004,0.002,"$31,250","$510,340"
71,Yuvraj Singh,Mumbai Indians,-13,-0.045,0.022000000000000002,"$142,900","$508,809"
72,SC Kuggeleijn,Chennai Super Kings,-14,-0.047,0.017,NA,"$505,746"
73,PA Patel,Royal Challengers Bangalore,-15,-0.053,0.087,"$265,630","$496,560"
74,S Lamichhane,Delhi Capitals,-16,-0.055,0.051,"$31,250","$493,498"
75,R Parag,Rajasthan Royals,-16,-0.057,0.059000000000000004,"$28,600","$490,436"
76,Washington Sundar,Royal Challengers Bangalore,-18,-0.061,0.023,"$500,000","$484,311"
77,K Khejroliya,Royal Challengers Bangalore,-18,-0.063,0.006999999999999999,"$15,000","$481,249"
78,RK Singh,Kolkata Knight Riders,-18,-0.064,0.006999999999999999,"$125,000","$479,718"
79,MK Lomror,Rajasthan Royals,-20,-0.068,0.001,"$31,250","$473,594"
80,Arshdeep Singh,Kings XI Punjab,-21,-0.07200000000000001,0.022000000000000002,"$28,600","$467,469"
81,NS Naik,Kolkata Knight Riders,-21,-0.07200000000000001,0.002,"$28,600","$467,469"
82,RK Bhui,Sunrisers Hyderabad,-21,-0.07200000000000001,0.002,"$31,250","$467,469"
83,SO Hetmyer,Royal Challengers Bangalore,-21,-0.07200000000000001,0.019,"$600,000","$467,469"
84,J Yadav,Mumbai Indians,-21,-0.073,0.008,"$78,130","$465,938"
85,DR Shorey,Chennai Super Kings,-23,-0.078,0.001,"$31,250","$458,283"
86,KK Nair,Kings XI Punjab,-23,-0.078,0.0,"$875,000","$458,283"
87,JP Behrendorff,Mumbai Indians,-23,-0.081,0.039,"$234,380","$453,690"
88,KC Cariappa,Kolkata Knight Riders,-24,-0.083,0.002,"$120,000","$450,627"
89,Avesh Khan,Delhi Capitals,-25,-0.086,0.003,"$109,380","$446,034"
90,LS Livingstone,Rajasthan Royals,-25,-0.087,0.013999999999999999,"$71,400","$444,503"
91,RA Tripathi,Rajasthan Royals,-25,-0.08800000000000001,0.03,"$531,250","$442,972"
92,S Midhun,Rajasthan Royals,-26,-0.09,0.001,"$31,250","$439,910"
93,Y Prithvi Raj,Kolkata Knight Riders,-26,-0.091,0.009000000000000001,"$28,600","$438,379"
94,C Munro,Delhi Capitals,-27,-0.09300000000000001,0.025,"$296,880","$435,317"
95,JL Denly,Kolkata Knight Riders,-28,-0.096,0.0,"$142,900","$430,723"
96,SW Billings,Chennai Super Kings,-28,-0.096,0.0,"$156,250","$430,723"
97,Harpreet Brar,Kings XI Punjab,-28,-0.09699999999999999,0.006999999999999999,"$28,600","$429,192"
98,S Sandeep Warrier,Kolkata Knight Riders,-29,-0.098,0.021,"$16,000","$427,661"
99,STR Binny,Rajasthan Royals,-30,-0.105,0.022000000000000002,"$78,130","$416,943"
100,Rasikh Salam,Mumbai Indians,-34,-0.11699999999999999,0.003,"$28,600","$398,570"
101,S Nadeem,Sunrisers Hyderabad,-35,-0.11900000000000001,0.01,"$500,000","$395,508"
102,E Lewis,Mumbai Indians,-35,-0.121,0.017,"$593,750","$392,446"
103,HF Gurney,Kolkata Knight Riders,-36,-0.124,0.047,"$107,100","$387,853"
104,BCJ Cutting,Mumbai Indians,-37,-0.127,0.006,"$343,750","$383,260"
105,TA Boult,Delhi Capitals,-38,-0.131,0.032,"$343,750","$377,135"
106,KS Williamson,Sunrisers Hyderabad,-38,-0.132,0.031,"$468,750","$375,604"
107,Abhishek Sharma,Sunrisers Hyderabad,-39,-0.134,0.006,"$85,940","$372,542"
108,SK Raina,Chennai Super Kings,-39,-0.135,0.069,"$1,718,750","$371,011"
109,HV Patel,Delhi Capitals,-41,-0.142,0.015,"$31,250","$360,293"
110,CH Morris,Delhi Capitals,-44,-0.152,0.094,"$1,718,750","$344,982"
111,SR Watson,Chennai Super Kings,-46,-0.158,0.087,"$625,000","$335,796"
112,H Klaasen,Royal Challengers Bangalore,-46,-0.16,0.001,"$71,400","$332,734"
113,BB Sran,Mumbai Indians,-47,-0.162,0.002,"$485,700","$329,672"
114,S Dube,Royal Challengers Bangalore,-50,-0.17300000000000001,0.008,"$714,300","$312,830"
115,AT Rayudu,Chennai Super Kings,-51,-0.175,0.065,"$343,750","$309,768"
116,YK Pathan,Sunrisers Hyderabad,-51,-0.177,0.011000000000000001,"$296,880","$306,705"
117,M Markande,Mumbai Indians,-52,-0.179,0.006999999999999999,"$31,250","$303,643"
118,SM Curran,Kings XI Punjab,-53,-0.182,0.09,"$1,028,600","$299,050"
119,WP Saha,Sunrisers Hyderabad,-53,-0.182,0.013000000000000001,"$171,400","$299,050"
120,Shakib Al Hasan,Sunrisers Hyderabad,-57,-0.198,0.013999999999999999,"$312,500","$274,553"
121,BA Stokes,Rajasthan Royals,-58,-0.2,0.067,"$1,953,130","$271,490"
122,KMA Paul,Delhi Capitals,-59,-0.205,0.06,"$71,400","$263,835"
123,GH Vihari,Delhi Capitals,-60,-0.209,0.0,"$285,700","$257,711"
124,AS Rajpoot,Kings XI Punjab,-63,-0.217,0.022000000000000002,"$468,750","$245,462"
125,PP Shaw,Delhi Capitals,-63,-0.217,0.063,"$187,500","$245,462"
126,SN Thakur,Chennai Super Kings,-63,-0.217,0.062,"$406,250","$245,462"
127,C de Grandhomme,Royal Challengers Bangalore,-63,-0.21899999999999997,0.013000000000000001,"$343,750","$242,400"
128,DJ Bravo,Chennai Super Kings,-64,-0.21899999999999997,0.087,"$1,000,000","$242,400"
129,P Ray Barman,Royal Challengers Bangalore,-65,-0.223,0.005,"$214,300","$236,275"
130,CA Ingram,Delhi Capitals,-66,-0.226,0.034,"$914,300","$231,682"
131,DJ Hooda,Sunrisers Hyderabad,-67,-0.231,0.021,"$562,500","$224,027"
132,GC Viljoen,Kings XI Punjab,-68,-0.23600000000000002,0.04,"$107,100","$216,371"
133,R Ashwin,Kings XI Punjab,-69,-0.237,0.083,"$1,187,500","$214,840"
134,CR Brathwaite,Kolkata Knight Riders,-70,-0.243,0.003,"$714,300","$205,654"
135,TG Southee,Royal Challengers Bangalore,-73,-0.253,0.012,"$156,250","$190,343"
136,AD Nath,Royal Challengers Bangalore,-78,-0.268,0.011000000000000001,"$514,300","$167,377"
137,AJ Turner,Rajasthan Royals,-80,-0.27699999999999997,0.001,"$71,400","$153,597"
138,Mohammed Siraj,Royal Challengers Bangalore,-85,-0.292,0.054000000000000006,"$406,250","$130,631"
139,KM Jadhav,Chennai Super Kings,-88,-0.302,0.038,"$1,218,750","$115,320"
140,SE Rutherford,Delhi Capitals,-92,-0.317,0.022000000000000002,"$285,700","$92,353"
141,S Kaul,Sunrisers Hyderabad,-96,-0.332,0.042,"$593,750","$69,387"
142,MJ McClenaghan,Mumbai Indians,-97,-0.336,0.027000000000000003,"$50,000","$63,263"
143,V Shankar,Sunrisers Hyderabad,-99,-0.34299999999999997,0.055999999999999994,"$500,000","$52,545"
144,NA Saini,Royal Challengers Bangalore,-102,-0.35100000000000003,0.08,"$468,750","$40,297"
145,Basil Thampi,Sunrisers Hyderabad,-108,-0.373,0.005,"$148,440","$6,613"
146,AR Patel,Delhi Capitals,-114,-0.395,0.092,"$714,300","$-27,071"
147,SP Narine,Kolkata Knight Riders,-115,-0.396,0.098,"$1,953,130","$-28,602"
148,P Negi,Royal Challengers Bangalore,-118,-0.406,0.019,"$156,250","$-43,913"
149,KH Pandya,Mumbai Indians,-118,-0.408,0.11599999999999999,"$1,375,000","$-46,975"
150,Mujeeb Ur Rahman,Kings XI Punjab,-120,-0.41200000000000003,0.024,"$625,000","$-53,100"
151,LH Ferguson,Kolkata Knight Riders,-123,-0.423,0.015,"$228,600","$-69,942"
152,M Ashwin,Kings XI Punjab,-133,-0.45899999999999996,0.035,"$28,600","$-125,061"
153,PP Chawla,Kolkata Knight Riders,-135,-0.466,0.068,"$656,250","$-135,778"
154,JD Unadkat,Rajasthan Royals,-135,-0.467,0.057,"$1,200,000","$-137,309"
155,UT Yadav,Royal Challengers Bangalore,-141,-0.486,0.06,"$656,250","$-166,400"
156,AJ Tye,Kings XI Punjab,-145,-0.5,0.022000000000000002,"$1,125,000","$-187,835"
157,DS Kulkarni,Rajasthan Royals,-155,-0.534,0.044000000000000004,"$117,190","$-239,892"
158,B Kumar,Sunrisers Hyderabad,-158,-0.544,0.095,"$1,328,130","$-255,203"
159,Kuldeep Yadav,Kolkata Knight Riders,-159,-0.5489999999999999,0.023,"$906,250","$-262,858"
160,K Gowtham,Rajasthan Royals,-201,-0.695,0.016,"$968,750","$-486,397"
161,M Prasidh Krishna,Kolkata Knight Riders,-276,-0.9520000000000001,0.04,"$15,620","$-879,886"
