Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
96,NV Ojha,Delhi Daredevils,-16,-0.061,0.001,"$270,000","$650,390"
97,S Narwal,Kolkata Knight Riders,-17,-0.065,0.005,NA,"$646,135"
98,AB McDonald,Royal Challengers Bangalore,-17,-0.066,0.004,"$100,000","$645,072"
99,DPMD Jayawardene,Delhi Daredevils,-18,-0.069,0.066,"$1,400,000","$641,881"
100,UA Birla,Pune Warriors,-18,-0.069,0.003,NA,"$641,881"
101,BB McCullum,Kolkata Knight Riders,-19,-0.07200000000000001,0.001,"$900,000","$638,690"
102,PC Valthaty,Kings XI Punjab,-19,-0.07200000000000001,0.002,NA,"$638,690"
103,NM Coulter-Nile,Mumbai Indians,-19,-0.07400000000000001,0.009000000000000001,"$450,000","$636,563"
104,M Rawat,Pune Warriors,-20,-0.076,0.001,NA,"$634,436"
105,P Dogra,Kolkata Knight Riders,-20,-0.076,0.001,NA,"$634,436"
106,AD Mascarenhas,Kings XI Punjab,-20,-0.077,0.002,"$100,000","$633,372"
107,KM Jadhav,Delhi Daredevils,-20,-0.077,0.034,NA,"$633,372"
108,JDP Oram,Mumbai Indians,-21,-0.081,0.002,"$50,000","$629,118"
109,Sachin Baby,Rajasthan Royals,-22,-0.084,0.0,NA,"$625,927"
110,Parvez Rasool,Pune Warriors,-23,-0.08900000000000001,0.006999999999999999,NA,"$620,609"
111,MC Juneja,Delhi Daredevils,-23,-0.09,0.026000000000000002,NA,"$619,545"
112,RE van der Merwe,Delhi Daredevils,-23,-0.09,0.026000000000000002,"$50,000","$619,545"
113,AL Menaria,Rajasthan Royals,-24,-0.092,0.0,NA,"$617,418"
114,S Anirudha,Chennai Super Kings,-25,-0.096,0.0,NA,"$613,163"
115,MN Samuels,Pune Warriors,-25,-0.09699999999999999,0.006999999999999999,"$400,000","$612,100"
116,SL Malinga,Mumbai Indians,-25,-0.09699999999999999,0.10300000000000001,"$1,100,000","$612,100"
117,P Negi,Delhi Daredevils,-26,-0.10099999999999999,0.001,NA,"$607,845"
118,PV Tambe,Rajasthan Royals,-27,-0.106,0.006999999999999999,NA,"$602,527"
119,GB Hogg,Rajasthan Royals,-29,-0.11199999999999999,0.001,"$180,000","$596,145"
120,KL Rahul,Royal Challengers Bangalore,-29,-0.114,0.001,NA,"$594,018"
121,P Tambe,None,-30,-0.11599999999999999,0.001,NA,"$591,891"
122,AT Rayudu,Mumbai Indians,-31,-0.121,0.047,NA,"$586,573"
123,S Badree,Rajasthan Royals,-33,-0.128,0.001,NA,"$579,128"
124,A Mithun,Royal Challengers Bangalore,-34,-0.132,0.003,"$260,000","$574,873"
125,YS Chahal,Mumbai Indians,-34,-0.132,0.001,NA,"$574,873"
126,MDKJ Perera,Rajasthan Royals,-35,-0.13699999999999998,0.002,NA,"$569,555"
127,A Ashish Reddy,Sunrisers Hyderabad,-36,-0.139,0.038,NA,"$567,428"
128,LRPL Taylor,Pune Warriors,-36,-0.139,0.013999999999999999,"$1,000,000","$567,428"
129,AA Chavan,Rajasthan Royals,-36,-0.141,0.006999999999999999,NA,"$565,300"
130,GJ Maxwell,Mumbai Indians,-36,-0.141,0.006999999999999999,"$1,000,000","$565,300"
131,Mandeep Singh,Kings XI Punjab,-36,-0.141,0.046,NA,"$565,300"
132,TL Suman,Pune Warriors,-37,-0.14400000000000002,0.018000000000000002,NA,"$562,110"
133,AG Murtaza,Pune Warriors,-38,-0.146,0.013999999999999999,NA,"$559,982"
134,BMAJ Mendis,Delhi Daredevils,-38,-0.146,0.01,"$725,000","$559,982"
135,LJ Wright,Pune Warriors,-39,-0.153,0.024,"$200,000","$552,537"
136,PA Reddy,Sunrisers Hyderabad,-39,-0.153,0.015,NA,"$552,537"
137,R Sathish,Kings XI Punjab,-41,-0.158,0.025,NA,"$547,219"
138,MS Bisla,Kolkata Knight Riders,-41,-0.16,0.061,NA,"$545,092"
139,JD Unadkat,Royal Challengers Bangalore,-43,-0.166,0.062,"$525,000","$538,710"
140,LR Shukla,Kolkata Knight Riders,-44,-0.16899999999999998,0.006,NA,"$535,519"
141,PJ Sangwan,Kolkata Knight Riders,-44,-0.17,0.003,NA,"$534,456"
142,K Upadhyay,Pune Warriors,-45,-0.174,0.002,NA,"$530,201"
143,KK Nair,Royal Challengers Bangalore,-45,-0.17600000000000002,0.001,NA,"$528,074"
144,DH Yagnik,Rajasthan Royals,-46,-0.17800000000000002,0.023,NA,"$525,947"
145,DP Nannes,Chennai Super Kings,-47,-0.183,0.026000000000000002,NA,"$520,629"
146,DB Das,Kolkata Knight Riders,-48,-0.188,0.015,NA,"$515,310"
147,S Badrinath,Chennai Super Kings,-49,-0.18899999999999997,0.018000000000000002,"$800,000","$514,247"
148,IC Pandey,Pune Warriors,-49,-0.19,0.004,NA,"$513,183"
149,BAW Mendis,Pune Warriors,-51,-0.19899999999999998,0.013999999999999999,"$725,000","$503,611"
150,CL White,Sunrisers Hyderabad,-54,-0.209,0.047,"$1,100,000","$492,974"
151,J Syed Mohammad,Royal Challengers Bangalore,-54,-0.21,0.015,NA,"$491,911"
152,MA Agarwal,Royal Challengers Bangalore,-55,-0.215,0.012,NA,"$486,593"
153,CH Morris,Chennai Super Kings,-56,-0.21600000000000003,0.081,"$625,000","$485,529"
154,S Sreesanth,Rajasthan Royals,-56,-0.218,0.03,"$900,000","$483,402"
155,MK Tiwary,Kolkata Knight Riders,-57,-0.21899999999999997,0.022000000000000002,"$475,000","$482,338"
156,TM Dilshan,Royal Challengers Bangalore,-57,-0.223,0.017,"$650,000","$478,084"
157,S Kaul,Delhi Daredevils,-58,-0.225,0.024,NA,"$475,957"
158,U Chand,None,-59,-0.228,0.004,NA,"$472,766"
159,MG Neser,Kings XI Punjab,-61,-0.23600000000000002,0.001,NA,"$464,257"
160,Yuvraj Singh,Pune Warriors,-61,-0.237,0.071,"$1,800,000","$463,193"
161,MM Patel,Mumbai Indians,-62,-0.24,0.02,"$700,000","$460,002"
162,AM Nayar,Pune Warriors,-64,-0.248,0.021,"$675,000","$451,493"
163,B Laughlin,Chennai Super Kings,-64,-0.248,0.005,"$20,000","$451,493"
164,KW Richardson,Pune Warriors,-65,-0.252,0.023,"$700,000","$447,239"
165,Shami Ahmed,Kolkata Knight Riders,-66,-0.256,0.008,NA,"$442,984"
166,RJ Harris,Kings XI Punjab,-68,-0.263,0.013000000000000001,"$325,000","$435,539"
167,Q de Kock,Sunrisers Hyderabad,-68,-0.264,0.001,NA,"$434,475"
168,RT Ponting,Mumbai Indians,-71,-0.27699999999999997,0.008,"$400,000","$420,648"
169,M Kartik,Royal Challengers Bangalore,-75,-0.292,0.04,"$400,000","$404,694"
170,I Sharma,Sunrisers Hyderabad,-77,-0.29600000000000004,0.08800000000000001,"$450,000","$400,440"
171,R Ashwin,Chennai Super Kings,-78,-0.303,0.075,"$850,000","$392,994"
172,R Bhatia,Kolkata Knight Riders,-80,-0.309,0.068,NA,"$386,613"
173,UT Yadav,Delhi Daredevils,-81,-0.312,0.08800000000000001,NA,"$383,422"
174,P Awana,Kings XI Punjab,-82,-0.317,0.075,"$60,000","$378,104"
175,AD Mathews,Pune Warriors,-83,-0.32,0.059000000000000004,"$950,000","$374,913"
176,R Dhawan,Mumbai Indians,-83,-0.321,0.019,NA,"$373,849"
177,SW Tait,Rajasthan Royals,-83,-0.321,0.009000000000000001,"$300,000","$373,849"
178,Gurkeerat Singh,Kings XI Punjab,-90,-0.34700000000000003,0.021,NA,"$346,195"
179,J Botha,Delhi Daredevils,-90,-0.34700000000000003,0.028999999999999998,"$950,000","$346,195"
180,GH Vihari,Sunrisers Hyderabad,-91,-0.354,0.061,NA,"$338,750"
181,S Nadeem,Delhi Daredevils,-93,-0.359,0.055,NA,"$333,432"
182,L Balaji,Kolkata Knight Riders,-95,-0.369,0.068,"$500,000","$322,795"
183,DT Christian,Royal Challengers Bangalore,-96,-0.373,0.003,"$900,000","$318,541"
184,M Muralitharan,Royal Challengers Bangalore,-100,-0.387,0.02,"$220,000","$303,650"
185,AB Dinda,Pune Warriors,-100,-0.38799999999999996,0.083,"$375,000","$302,587"
186,DJ Hussey,Kings XI Punjab,-101,-0.391,0.055,"$1,400,000","$299,396"
187,AB Agarkar,Delhi Daredevils,-102,-0.39399999999999996,0.006,"$210,000","$296,205"
188,KC Sangakkara,Sunrisers Hyderabad,-102,-0.396,0.017,"$700,000","$294,078"
189,AD Russell,Delhi Daredevils,-104,-0.40399999999999997,0.003,"$450,000","$285,569"
190,MS Gony,Kings XI Punjab,-105,-0.40700000000000003,0.039,"$500,000","$282,378"
191,P Kumar,Kings XI Punjab,-110,-0.42700000000000005,0.081,"$800,000","$261,106"
192,JO Holder,Chennai Super Kings,-114,-0.44,0.017,"$20,000","$247,279"
193,SK Trivedi,Rajasthan Royals,-120,-0.466,0.067,NA,"$219,625"
194,R Sharma,Pune Warriors,-121,-0.46799999999999997,0.04,"$60,000","$217,497"
195,A Nehra,Delhi Daredevils,-133,-0.515,0.051,NA,"$167,507"
196,B Kumar,Pune Warriors,-144,-0.557,0.081,"$60,000","$122,835"
197,PP Chawla,Kings XI Punjab,-180,-0.6970000000000001,0.076,"$900,000","$-26,071"
198,IK Pathan,Delhi Daredevils,-183,-0.7070000000000001,0.095,"$1,900,000","$-36,708"
199,M Morkel,Delhi Daredevils,-222,-0.858,0.049,"$475,000","$-197,314"
