Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
34,SR Watson,Rajasthan Royals,62,0.22,0.11599999999999999,"$125,000","$646,136"
35,V Sehwag,Delhi Daredevils,62,0.22,0.11900000000000001,NA,"$646,136"
36,OA Shah,Kolkata Knight Riders,61,0.215,0.046,NA,"$643,380"
37,Z Khan,Mumbai Indians,58,0.20600000000000002,0.11800000000000001,"$450,000","$638,419"
38,AD Mascarenhas,Rajasthan Royals,55,0.196,0.043,NA,"$632,906"
39,WPUJC Vaas,Deccan Chargers,54,0.193,0.084,"$200,000","$631,252"
40,RV Uthappa,Royal Challengers Bangalore,49,0.17300000000000001,0.09,"$800,000","$620,227"
41,L Ablish,Kings XI Punjab,48,0.171,0.031,NA,"$619,125"
42,TL Suman,Deccan Chargers,41,0.147,0.069,NA,"$605,895"
43,CA Pujara,Kolkata Knight Riders,41,0.14400000000000002,0.045,NA,"$604,241"
44,JP Duminy,Mumbai Indians,39,0.13699999999999998,0.057999999999999996,"$950,000","$600,382"
45,A Mishra,Delhi Daredevils,38,0.135,0.129,NA,"$599,280"
46,MJ Lumb,Rajasthan Royals,37,0.132,0.073,NA,"$597,626"
47,B Sumanth,Deccan Chargers,36,0.127,0.033,NA,"$594,870"
48,BB McCullum,Kolkata Knight Riders,33,0.11599999999999999,0.038,"$700,000","$588,806"
49,AT Rayudu,Mumbai Indians,31,0.11,0.099,NA,"$585,499"
50,AM Nayar,Mumbai Indians,31,0.109,0.026000000000000002,NA,"$584,947"
51,Kamran Khan,Rajasthan Royals,30,0.107,0.028999999999999998,NA,"$583,845"
52,MS Bisla,Kings XI Punjab,28,0.10099999999999999,0.063,NA,"$580,537"
53,KC Sangakkara,Kings XI Punjab,28,0.099,0.08900000000000001,"$700,000","$579,435"
54,Harmeet Singh,Deccan Chargers,27,0.094,0.066,NA,"$576,679"
55,CK Langeveldt,Kolkata Knight Riders,24,0.086,0.042,NA,"$572,269"
56,HH Gibbs,Deccan Chargers,24,0.086,0.08199999999999999,"$575,000","$572,269"
57,T Thushara,Chennai Super Kings,24,0.086,0.045,"$140,000","$572,269"
58,JD Unadkat,Kolkata Knight Riders,23,0.083,0.032,NA,"$570,615"
59,KM Jadhav,Delhi Daredevils,22,0.077,0.023,NA,"$567,307"
60,SW Tait,Rajasthan Royals,20,0.07,0.078,NA,"$563,449"
61,CH Gayle,Kolkata Knight Riders,19,0.066,0.11,NA,"$561,244"
62,M Kartik,Kolkata Knight Riders,17,0.059000000000000004,0.081,"$425,000","$557,385"
63,R Ashwin,Chennai Super Kings,16,0.055999999999999994,0.105,NA,"$555,731"
64,ND Doshi,Royal Challengers Bangalore,11,0.039,0.006999999999999999,NA,"$546,360"
65,SB Wagh,Rajasthan Royals,11,0.039,0.006,NA,"$546,360"
66,Jaskaran Singh,Deccan Chargers,10,0.037000000000000005,0.042,NA,"$545,257"
67,MK Tiwary,Kolkata Knight Riders,10,0.037000000000000005,0.061,"$675,000","$545,257"
68,FY Fazal,Rajasthan Royals,10,0.034,0.053,NA,"$543,604"
69,AP Dole,Rajasthan Royals,9,0.033,0.04,NA,"$543,052"
70,SK Trivedi,Rajasthan Royals,9,0.031,0.084,NA,"$541,950"
71,PJ Sangwan,Delhi Daredevils,8,0.027000000000000003,0.071,NA,"$539,745"
72,VY Mahesh,Delhi Daredevils,5,0.018000000000000002,0.006999999999999999,NA,"$534,784"
73,BJ Hodge,Kolkata Knight Riders,4,0.013999999999999999,0.040999999999999995,NA,"$532,579"
74,RE van der Merwe,Royal Challengers Bangalore,4,0.013999999999999999,0.01,NA,"$532,579"
75,RS Sodhi,Kings XI Punjab,4,0.013999999999999999,0.004,NA,"$532,579"
76,KB Arun Karthik,Chennai Super Kings,3,0.011000000000000001,0.002,NA,"$530,925"
77,S Anirudha,Chennai Super Kings,3,0.01,0.009000000000000001,NA,"$530,374"
78,JM Kemp,Chennai Super Kings,2,0.006999999999999999,0.022000000000000002,"$100,000","$528,720"
79,AS Raut,Rajasthan Royals,2,0.006,0.018000000000000002,NA,"$528,169"
80,SE Bond,Kolkata Knight Riders,0,-0.001,0.061,"$750,000","$524,310"
81,AC Voges,Rajasthan Royals,-1,-0.005,0.057999999999999996,"$50,000","$522,105"
82,P Dogra,Rajasthan Royals,-1,-0.005,0.033,NA,"$522,105"
83,Bipul Sharma,Kings XI Punjab,-4,-0.013000000000000001,0.019,NA,"$517,695"
84,AG Murtaza,Mumbai Indians,-5,-0.017,0.022000000000000002,NA,"$515,490"
85,BAW Mendis,Kolkata Knight Riders,-5,-0.017,0.02,NA,"$515,490"
86,B Akhil,Royal Challengers Bangalore,-6,-0.021,0.0,NA,"$513,285"
87,DS Kulkarni,Mumbai Indians,-8,-0.027999999999999997,0.006999999999999999,NA,"$509,426"
88,DR Martyn,Rajasthan Royals,-8,-0.028999999999999998,0.006,"$100,000","$508,875"
89,UT Yadav,Delhi Daredevils,-9,-0.03,0.042,NA,"$508,324"
90,GJ Bailey,Chennai Super Kings,-9,-0.032,0.006999999999999999,"$50,000","$507,221"
91,PA Patel,Chennai Super Kings,-9,-0.033,0.016,"$325,000","$506,670"
92,R Vinay Kumar,Royal Challengers Bangalore,-10,-0.035,0.113,NA,"$505,567"
93,GC Smith,Rajasthan Royals,-10,-0.036000000000000004,0.012,"$250,000","$505,016"
94,AJ Finch,Rajasthan Royals,-11,-0.039,0.006999999999999999,NA,"$503,362"
95,AB Barath,Kings XI Punjab,-12,-0.043,0.013000000000000001,NA,"$501,157"
96,C Madan,Mumbai Indians,-12,-0.043,0.008,NA,"$501,157"
97,V Kohli,Royal Challengers Bangalore,-13,-0.045,0.076,NA,"$500,055"
98,C Ganapathy,Chennai Super Kings,-13,-0.046,0.0,NA,"$499,504"
99,MV Boucher,Royal Challengers Bangalore,-14,-0.05,0.002,"$450,000","$497,299"
100,WP Saha,Kolkata Knight Riders,-14,-0.05,0.013999999999999999,NA,"$497,299"
101,AN Ahmed,Mumbai Indians,-16,-0.057,0.004,NA,"$493,440"
102,K Goel,Kings XI Punjab,-16,-0.057,0.005,NA,"$493,440"
103,MEK Hussey,Chennai Super Kings,-17,-0.061,0.01,"$250,000","$491,235"
104,VVS Laxman,Deccan Chargers,-17,-0.061,0.018000000000000002,"$375,000","$491,235"
105,NLTC Perera,Chennai Super Kings,-19,-0.067,0.0,NA,"$487,927"
106,EJG Morgan,Royal Challengers Bangalore,-19,-0.068,0.01,"$220,000","$487,376"
107,SP Goswami,Royal Challengers Bangalore,-19,-0.068,0.001,NA,"$487,376"
108,KP Appanna,Royal Challengers Bangalore,-20,-0.07,0.01,NA,"$486,274"
109,LRPL Taylor,Royal Challengers Bangalore,-20,-0.07200000000000001,0.025,NA,"$485,171"
110,SA Asnodkar,Rajasthan Royals,-22,-0.078,0.001,NA,"$481,864"
111,AD Mathews,Kolkata Knight Riders,-23,-0.081,0.121,NA,"$480,210"
112,MC Henriques,Delhi Daredevils,-24,-0.085,0.009000000000000001,NA,"$478,005"
113,S Sriram,Royal Challengers Bangalore,-24,-0.085,0.008,NA,"$478,005"
114,AB de Villiers,Delhi Daredevils,-24,-0.086,0.033,"$300,000","$477,454"
115,CL White,Royal Challengers Bangalore,-24,-0.086,0.013000000000000001,"$500,000","$477,454"
116,AA Bilakhia,Deccan Chargers,-25,-0.08900000000000001,0.0,NA,"$475,800"
117,MF Maharoof,Delhi Daredevils,-26,-0.091,0.065,"$225,000","$474,697"
118,AG Paunikar,Rajasthan Royals,-27,-0.096,0.0,NA,"$471,941"
119,Y Nagar,Delhi Daredevils,-27,-0.096,0.006999999999999999,NA,"$471,941"
120,STR Binny,Mumbai Indians,-28,-0.099,0.001,NA,"$470,287"
121,Y Venugopal Rao,Deccan Chargers,-30,-0.107,0.009000000000000001,NA,"$465,877"
122,Joginder Sharma,Chennai Super Kings,-32,-0.113,0.012,"$225,000","$462,570"
123,MB Parmar,Kolkata Knight Riders,-32,-0.113,0.001,NA,"$462,570"
124,A Uniyal,Rajasthan Royals,-33,-0.11599999999999999,0.013000000000000001,NA,"$460,916"
125,MM Patel,Rajasthan Royals,-33,-0.11599999999999999,0.024,"$275,000","$460,916"
126,S Ladda,Delhi Daredevils,-33,-0.11599999999999999,0.022000000000000002,NA,"$460,916"
127,A Mithun,Royal Challengers Bangalore,-33,-0.11699999999999999,0.006999999999999999,NA,"$460,365"
128,RS Gavaskar,Kolkata Knight Riders,-33,-0.11699999999999999,0.001,NA,"$460,365"
129,Iqbal Abdulla,Kolkata Knight Riders,-34,-0.12,0.01,NA,"$458,711"
130,DL Vettori,Delhi Daredevils,-35,-0.124,0.024,NA,"$456,506"
131,VRV Singh,Kings XI Punjab,-37,-0.131,0.002,NA,"$452,647"
132,YA Abdulla,Kings XI Punjab,-38,-0.134,0.006999999999999999,"$50,000","$450,994"
133,YK Pathan,Rajasthan Royals,-38,-0.136,0.11900000000000001,"$475,000","$449,891"
134,L Balaji,Chennai Super Kings,-40,-0.14,0.059000000000000004,NA,"$447,686"
135,RG Sharma,Deccan Chargers,-40,-0.141,0.109,"$750,000","$447,135"
136,DR Smith,Deccan Chargers,-41,-0.145,0.013000000000000001,"$100,000","$444,930"
137,J Theron,Kings XI Punjab,-42,-0.147,0.049,NA,"$443,827"
138,LR Shukla,Kolkata Knight Riders,-43,-0.152,0.028999999999999998,NA,"$441,071"
139,DP Nannes,Delhi Daredevils,-44,-0.154,0.057999999999999996,NA,"$439,969"
140,Anirudh Singh,Deccan Chargers,-45,-0.16,0.016,NA,"$436,661"
141,Pankaj Singh,Royal Challengers Bangalore,-46,-0.162,0.015,NA,"$435,559"
142,KD Karthik,Delhi Daredevils,-46,-0.163,0.063,"$525,000","$435,007"
143,R Sathish,Mumbai Indians,-47,-0.16699999999999998,0.042,NA,"$432,802"
144,RP Singh,Deccan Chargers,-47,-0.16699999999999998,0.099,"$875,000","$432,802"
145,MK Pandey,Royal Challengers Bangalore,-49,-0.17300000000000001,0.057,NA,"$429,495"
146,Mandeep Singh,Kolkata Knight Riders,-50,-0.17800000000000002,0.0,NA,"$426,739"
147,S Dhawan,Mumbai Indians,-53,-0.187,0.038,NA,"$421,777"
148,M Kaif,Kings XI Punjab,-53,-0.188,0.005,"$250,000","$421,226"
149,VS Malik,Kings XI Punjab,-53,-0.188,0.006999999999999999,NA,"$421,226"
150,MR Marsh,Deccan Chargers,-56,-0.198,0.022000000000000002,NA,"$415,714"
151,I Sharma,Kolkata Knight Riders,-58,-0.203,0.057999999999999996,"$950,000","$412,957"
152,AP Tare,Mumbai Indians,-58,-0.20600000000000002,0.01,NA,"$411,304"
153,JA Morkel,Chennai Super Kings,-59,-0.207,0.13,"$675,000","$410,752"
154,ML Hayden,Chennai Super Kings,-59,-0.21,0.083,"$375,000","$409,099"
155,DW Steyn,Royal Challengers Bangalore,-66,-0.23399999999999999,0.10800000000000001,"$325,000","$395,869"
156,AA Jhunjhunwala,Rajasthan Royals,-69,-0.243,0.052000000000000005,NA,"$390,907"
157,S Sreesanth,Kings XI Punjab,-69,-0.243,0.033,"$625,000","$390,907"
158,AB Agarkar,Kolkata Knight Riders,-78,-0.275,0.036000000000000004,"$350,000","$373,267"
159,MD Mishra,Deccan Chargers,-78,-0.275,0.04,NA,"$373,267"
160,R Bhatia,Delhi Daredevils,-79,-0.27899999999999997,0.024,NA,"$371,062"
161,M Morkel,Rajasthan Royals,-80,-0.28300000000000003,0.006999999999999999,NA,"$368,857"
162,PP Chawla,Kings XI Punjab,-81,-0.28800000000000003,0.1,"$400,000","$366,101"
163,R Sharma,Deccan Chargers,-82,-0.29,0.048,NA,"$364,999"
164,ST Jayasuriya,Mumbai Indians,-84,-0.298,0.026000000000000002,"$975,000","$360,589"
165,S Narwal,Rajasthan Royals,-85,-0.3,0.034,NA,"$359,486"
166,Yuvraj Singh,Kings XI Punjab,-86,-0.303,0.098,NA,"$357,832"
167,MS Gony,Chennai Super Kings,-87,-0.308,0.008,NA,"$355,076"
168,RR Powar,Kings XI Punjab,-89,-0.314,0.028999999999999998,"$170,000","$351,769"
169,DJ Hussey,Kolkata Knight Riders,-92,-0.327,0.025,"$625,000","$344,602"
170,KAJ Roach,Deccan Chargers,-94,-0.33299999999999996,0.005,"$720,000","$341,295"
171,SJ Srivastava,Kings XI Punjab,-103,-0.363,0.036000000000000004,NA,"$324,757"
172,TM Dilshan,Delhi Daredevils,-107,-0.379,0.027000000000000003,"$250,000","$315,937"
173,SK Warne,Rajasthan Royals,-121,-0.429,0.084,"$450,000","$288,375"
174,S Tyagi,Chennai Super Kings,-124,-0.43799999999999994,0.012,NA,"$283,414"
175,P Kumar,Royal Challengers Bangalore,-137,-0.486,0.07400000000000001,NA,"$256,954"
176,AC Gilchrist,Deccan Chargers,-144,-0.511,0.05,"$700,000","$243,172"
177,B Lee,Kings XI Punjab,-153,-0.542,0.006,"$900,000","$226,084"
178,R McLaren,Mumbai Indians,-167,-0.591,0.054000000000000006,NA,"$199,072"
179,DJ Bravo,Mumbai Indians,-243,-0.861,0.035,NA,"$50,235"
