Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
76,G Gambhir,Kolkata Knight Riders,-19,-0.067,0.07400000000000001,"$1,666,667","$423,712"
77,RN ten Doeschate,Kolkata Knight Riders,-22,-0.078,0.019,"$166,000","$411,576"
78,PP Chawla,Kolkata Knight Riders,-22,-0.079,0.086,"$708,000","$410,473"
79,CM Gautam,Delhi Daredevils,-23,-0.081,0.0,"$33,333","$408,267"
80,NJ Maddinson,Royal Challengers Bangalore,-23,-0.081,0.0,"$83,000","$408,267"
81,PP Ojha,Mumbai Indians,-23,-0.083,0.0,"$83,333","$406,060"
82,KM Jadhav,Delhi Daredevils,-24,-0.085,0.044000000000000004,"$333,000","$403,854"
83,M de Lange,Mumbai Indians,-24,-0.086,0.003,"$50,000","$402,751"
84,SE Marsh,Kings XI Punjab,-25,-0.091,0.015,"$366,000","$397,235"
85,Shakib Al Hasan,Kolkata Knight Riders,-28,-0.1,0.032,"$466,000","$387,306"
86,B Brainder Sran,None,-29,-0.10400000000000001,0.002,NA,"$382,893"
87,MEK Hussey,Chennai Super Kings,-29,-0.105,0.023,"$250,000","$381,790"
88,AJ Finch,Mumbai Indians,-30,-0.10800000000000001,0.008,"$533,333","$378,480"
89,JD Unadkat,Delhi Daredevils,-30,-0.10800000000000001,0.002,"$183,333","$378,480"
90,UBT Chand,Mumbai Indians,-31,-0.111,0.022000000000000002,"$108,000","$375,170"
91,RG More,Chennai Super Kings,-32,-0.11699999999999999,0.005,"$16,000","$368,551"
92,STR Binny,Rajasthan Royals,-34,-0.124,0.052000000000000005,NA,"$360,829"
93,AP Tare,Mumbai Indians,-39,-0.141,0.003,"$266,000","$342,074"
94,RR Rossouw,Royal Challengers Bangalore,-39,-0.141,0.001,NA,"$342,074"
95,Iqbal Abdulla,Royal Challengers Bangalore,-42,-0.152,0.036000000000000004,"$108,000","$329,939"
96,WP Saha,Kings XI Punjab,-42,-0.153,0.061,"$366,000","$328,836"
97,J Suchith,Mumbai Indians,-43,-0.154,0.079,"$16,667","$327,732"
98,SP Narine,Kolkata Knight Riders,-44,-0.158,0.044000000000000004,"$700,000","$323,320"
99,Ankit Sharma,Rajasthan Royals,-48,-0.172,0.024,NA,"$307,875"
100,J Botha,Kolkata Knight Riders,-48,-0.17300000000000001,0.015,"$950,000","$306,771"
101,MA Agarwal,Delhi Daredevils,-53,-0.19,0.044000000000000004,"$266,000","$288,017"
102,GS Sandhu,Delhi Daredevils,-55,-0.19899999999999998,0.008,"$283,333","$278,088"
103,AB Dinda,Royal Challengers Bangalore,-59,-0.212,0.002,"$250,000","$263,746"
104,Azhar Mahmood,Kolkata Knight Riders,-60,-0.214,0.003,"$200,000","$261,540"
105,SV Samson,Rajasthan Royals,-62,-0.222,0.037000000000000005,NA,"$252,714"
106,RA Jadeja,Chennai Super Kings,-63,-0.22699999999999998,0.099,"$916,667","$247,198"
107,DJG Sammy,Royal Challengers Bangalore,-65,-0.23399999999999999,0.003,"$466,667","$239,475"
108,S Nadeem,Delhi Daredevils,-66,-0.23600000000000002,0.005,"$141,000","$237,269"
109,SA Abbott,Royal Challengers Bangalore,-67,-0.239,0.004,"$166,667","$233,959"
110,GH Vihari,Sunrisers Hyderabad,-67,-0.242,0.005,"$16,667","$230,650"
111,TG Southee,Rajasthan Royals,-67,-0.243,0.054000000000000006,"$200,000","$229,547"
112,NLTC Perera,Kings XI Punjab,-69,-0.247,0.006999999999999999,"$266,000","$225,134"
113,AD Mathews,Delhi Daredevils,-70,-0.253,0.08199999999999999,"$1,250,000","$218,514"
114,R Bhatia,Rajasthan Royals,-73,-0.261,0.002,"$283,000","$209,689"
115,PV Tambe,Rajasthan Royals,-77,-0.27699999999999997,0.042,"$16,000","$192,037"
116,A Mishra,Delhi Daredevils,-79,-0.285,0.053,"$583,333","$183,212"
117,Gurkeerat Singh,Kings XI Punjab,-82,-0.295,0.026000000000000002,"$216,000","$172,180"
118,SA Yadav,Kolkata Knight Riders,-82,-0.29600000000000004,0.032,"$116,000","$171,076"
119,KK Nair,Rajasthan Royals,-85,-0.305,0.032,"$125,000","$161,147"
120,PJ Cummins,Kolkata Knight Riders,-87,-0.313,0.01,NA,"$152,322"
121,V Sehwag,Kings XI Punjab,-87,-0.313,0.021,"$533,000","$152,322"
122,P Suyal,Mumbai Indians,-88,-0.316,0.005,"$16,000","$149,012"
123,R Dhawan,Kings XI Punjab,-94,-0.337,0.019,"$500,000","$125,845"
124,DW Steyn,Sunrisers Hyderabad,-95,-0.341,0.021,"$1,200,000","$121,432"
125,JJ Bumrah,Mumbai Indians,-96,-0.34600000000000003,0.018000000000000002,"$200,000","$115,916"
126,KD Karthik,Royal Challengers Bangalore,-98,-0.353,0.028999999999999998,"$1,750,000","$108,193"
127,UT Yadav,Kolkata Knight Riders,-100,-0.359,0.063,"$433,000","$101,574"
128,NV Ojha,Sunrisers Hyderabad,-102,-0.368,0.024,"$83,000","$91,645"
129,M Vohra,Kings XI Punjab,-104,-0.374,0.019,"$58,333","$85,026"
130,VR Aaron,Royal Challengers Bangalore,-106,-0.381,0.026000000000000002,"$333,000","$77,303"
131,AN Ahmed,Royal Challengers Bangalore,-110,-0.396,0.011000000000000001,"$50,000","$60,755"
132,Anureet Singh,Kings XI Punjab,-112,-0.40299999999999997,0.08900000000000001,"$33,000","$53,033"
133,KV Sharma,Sunrisers Hyderabad,-122,-0.43799999999999994,0.078,"$625,000","$14,420"
134,MM Sharma,Chennai Super Kings,-126,-0.45299999999999996,0.085,"$333,000","$-2,128"
135,I Sharma,Sunrisers Hyderabad,-127,-0.45799999999999996,0.012,"$433,000","$-7,644"
136,P Negi,Chennai Super Kings,-133,-0.478,0.068,"$16,000","$-29,708"
137,Yuvraj Singh,Delhi Daredevils,-141,-0.507,0.065,"$2,666,667","$-61,701"
138,Karanveer Singh,Kings XI Punjab,-143,-0.514,0.012,"$16,000","$-69,424"
139,MG Johnson,Kings XI Punjab,-157,-0.565,0.068,"$1,083,000","$-125,687"
140,P Kumar,Sunrisers Hyderabad,-165,-0.594,0.057999999999999996,"$366,667","$-157,681"
141,HH Pandya,Mumbai Indians,-165,-0.595,0.031,"$16,667","$-158,784"
142,DJ Hooda,Rajasthan Royals,-184,-0.66,0.037000000000000005,"$66,000","$-230,492"
143,GJ Maxwell,Kings XI Punjab,-187,-0.6729999999999999,0.047,"$1,000,000","$-244,834"
144,R Vinay Kumar,Mumbai Indians,-203,-0.732,0.044000000000000004,"$466,000","$-309,924"
145,JP Faulkner,Rajasthan Royals,-271,-0.975,0.075,"$850,000","$-578,004"
