Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
28,CK Langeveldt,Kolkata Knight Riders,57,0.23,0.037000000000000005,NA,"$687,638"
29,LA Carseldine,Rajasthan Royals,53,0.21600000000000003,0.046,NA,"$679,702"
30,LRPL Taylor,Royal Challengers Bangalore,51,0.20800000000000002,0.08,NA,"$675,167"
31,SB Styris,Deccan Chargers,46,0.184,0.028999999999999998,"$175,000","$661,562"
32,GJ Bailey,Chennai Super Kings,45,0.182,0.027000000000000003,"$50,000","$660,429"
33,A Mishra,Delhi Daredevils,44,0.179,0.098,NA,"$658,728"
34,AM Nayar,Mumbai Indians,43,0.174,0.09,NA,"$655,894"
35,DJ Bravo,Mumbai Indians,43,0.174,0.158,NA,"$655,894"
36,WPUJC Vaas,Deccan Chargers,38,0.153,0.042,"$200,000","$643,990"
37,PP Ojha,Deccan Chargers,37,0.15,0.11699999999999999,NA,"$642,289"
38,TL Suman,Deccan Chargers,36,0.14800000000000002,0.109,NA,"$641,155"
39,MV Boucher,Royal Challengers Bangalore,32,0.129,0.051,"$450,000","$630,385"
40,MF Maharoof,Delhi Daredevils,30,0.121,0.036000000000000004,"$225,000","$625,850"
41,RA Jadeja,Rajasthan Royals,27,0.109,0.141,NA,"$619,047"
42,NV Ojha,Rajasthan Royals,26,0.106,0.065,NA,"$617,347"
43,D du Preez,Royal Challengers Bangalore,26,0.105,0.036000000000000004,NA,"$616,780"
44,Y Nagar,Delhi Daredevils,24,0.096,0.02,NA,"$611,678"
45,AM Rahane,Mumbai Indians,22,0.08800000000000001,0.049,NA,"$607,143"
46,SM Harwood,Rajasthan Royals,19,0.076,0.036000000000000004,NA,"$600,341"
47,R Ashwin,Chennai Super Kings,19,0.075,0.021,NA,"$599,774"
48,DB Ravi Teja,Deccan Chargers,18,0.07200000000000001,0.027000000000000003,NA,"$598,073"
49,DJ Hussey,Kolkata Knight Riders,18,0.07200000000000001,0.034,"$625,000","$598,073"
50,M Rawat,Rajasthan Royals,16,0.065,0.011000000000000001,NA,"$594,105"
51,RR Powar,Kings XI Punjab,16,0.065,0.052000000000000005,"$170,000","$594,105"
52,RS Bopara,Kings XI Punjab,15,0.06,0.04,"$450,000","$591,271"
53,T Thushara,Chennai Super Kings,15,0.06,0.021,"$140,000","$591,271"
54,Joginder Sharma,Chennai Super Kings,11,0.046,0.022000000000000002,"$225,000","$583,335"
55,R Dravid,Royal Challengers Bangalore,11,0.045,0.065,NA,"$582,768"
56,DP Nannes,Delhi Daredevils,10,0.042,0.126,NA,"$581,068"
57,IK Pathan,Kings XI Punjab,7,0.027999999999999997,0.177,"$925,000","$573,131"
58,SS Shaikh,Kolkata Knight Riders,6,0.024,0.005,NA,"$570,864"
59,SP Goswami,Royal Challengers Bangalore,6,0.023,0.017,NA,"$570,297"
60,Kamran Khan,Rajasthan Royals,5,0.021,0.037000000000000005,NA,"$569,163"
61,BB McCullum,Kolkata Knight Riders,4,0.018000000000000002,0.086,"$700,000","$567,463"
62,Anureet Singh,Kolkata Knight Riders,4,0.017,0.008,NA,"$566,896"
63,M Manhas,Delhi Daredevils,4,0.017,0.024,NA,"$566,896"
64,J Botha,Rajasthan Royals,4,0.015,0.046,NA,"$565,762"
65,SA Asnodkar,Rajasthan Royals,3,0.013999999999999999,0.044000000000000004,NA,"$565,195"
66,G Gambhir,Delhi Daredevils,2,0.01,0.079,"$725,000","$562,928"
67,WP Saha,Kolkata Knight Riders,1,0.004,0.018000000000000002,NA,"$559,527"
68,L Ronchi,Mumbai Indians,0,0.0,0.001,NA,"$557,259"
69,TM Srivastava,Kings XI Punjab,0,0.0,0.0,NA,"$557,259"
70,VY Mahesh,Delhi Daredevils,0,-0.001,0.004,NA,"$556,692"
71,B Lee,Kings XI Punjab,-2,-0.009000000000000001,0.057999999999999996,"$900,000","$552,157"
72,DA Warner,Delhi Daredevils,-2,-0.01,0.040999999999999995,NA,"$551,591"
73,YV Takawale,Mumbai Indians,-6,-0.023,0.006999999999999999,NA,"$544,221"
74,JA Morkel,Chennai Super Kings,-6,-0.026000000000000002,0.109,"$675,000","$542,521"
75,PJ Sangwan,Delhi Daredevils,-7,-0.028999999999999998,0.107,NA,"$540,820"
76,C Nanda,Mumbai Indians,-8,-0.031,0.016,NA,"$539,686"
77,Jaskaran Singh,Deccan Chargers,-8,-0.031,0.023,NA,"$539,686"
78,DW Steyn,Royal Challengers Bangalore,-10,-0.039,0.018000000000000002,"$325,000","$535,152"
79,Z Khan,Mumbai Indians,-10,-0.04,0.039,"$450,000","$534,585"
80,SS Sarkar,Kolkata Knight Riders,-10,-0.042,0.006,NA,"$533,451"
81,SS Tiwary,Mumbai Indians,-11,-0.043,0.003,NA,"$532,884"
82,RA Shaikh,Mumbai Indians,-11,-0.045,0.0,NA,"$531,750"
83,GR Napier,Mumbai Indians,-12,-0.049,0.013999999999999999,NA,"$529,483"
84,A Chopra,Kolkata Knight Riders,-13,-0.051,0.003,NA,"$528,349"
85,B Akhil,Royal Challengers Bangalore,-13,-0.052000000000000005,0.036000000000000004,NA,"$527,782"
86,S Tyagi,Chennai Super Kings,-14,-0.055999999999999994,0.047,NA,"$525,515"
87,R Bhatia,Delhi Daredevils,-16,-0.064,0.065,NA,"$520,980"
88,SD Chitnis,Rajasthan Royals,-18,-0.071,0.002,NA,"$517,012"
89,PR Shah,Mumbai Indians,-18,-0.07200000000000001,0.013999999999999999,NA,"$516,445"
90,Mohammad Ashraful,Mumbai Indians,-22,-0.08800000000000001,0.001,"$75,000","$507,375"
91,SB Bangar,Kolkata Knight Riders,-22,-0.08800000000000001,0.001,NA,"$507,375"
92,AD Mascarenhas,Rajasthan Royals,-22,-0.08900000000000001,0.048,NA,"$506,808"
93,KV Sharma,Royal Challengers Bangalore,-23,-0.092,0.0,NA,"$505,108"
94,T Kohli,Kings XI Punjab,-23,-0.092,0.0,NA,"$505,108"
95,L Balaji,Chennai Super Kings,-23,-0.095,0.085,NA,"$503,407"
96,RR Bose,Kings XI Punjab,-24,-0.09699999999999999,0.0,NA,"$502,273"
97,MK Tiwary,Delhi Daredevils,-26,-0.10400000000000001,0.002,"$675,000","$498,305"
98,DL Vettori,Delhi Daredevils,-26,-0.105,0.057,NA,"$497,738"
99,AA Bilakhia,Deccan Chargers,-27,-0.107,0.022000000000000002,NA,"$496,605"
100,Harbhajan Singh,Mumbai Indians,-27,-0.11,0.107,"$850,000","$494,904"
101,LA Pomersbach,Kings XI Punjab,-28,-0.113,0.011000000000000001,NA,"$493,204"
102,T Henderson,Rajasthan Royals,-28,-0.113,0.01,"$650,000","$493,204"
103,R Bishnoi,Royal Challengers Bangalore,-28,-0.114,0.003,NA,"$492,637"
104,I Sharma,Kolkata Knight Riders,-29,-0.11599999999999999,0.086,"$950,000","$491,503"
105,NK Patel,Rajasthan Royals,-29,-0.11800000000000001,0.006,NA,"$490,369"
106,AM Salvi,Delhi Daredevils,-31,-0.127,0.031,NA,"$485,267"
107,W Jaffer,Royal Challengers Bangalore,-32,-0.131,0.002,"$150,000","$483,000"
108,M Vijay,Chennai Super Kings,-35,-0.14,0.017,NA,"$477,898"
109,S Badrinath,Chennai Super Kings,-36,-0.14400000000000002,0.054000000000000006,NA,"$475,631"
110,Pankaj Singh,Royal Challengers Bangalore,-37,-0.151,0.01,NA,"$471,663"
111,AD Mathews,Kolkata Knight Riders,-38,-0.152,0.003,NA,"$471,096"
112,KP Pietersen,Royal Challengers Bangalore,-38,-0.155,0.055,"$1,550,000","$469,395"
113,A Mithun,Royal Challengers Bangalore,-39,-0.158,0.002,NA,"$467,695"
114,S Sreesanth,Kings XI Punjab,-39,-0.159,0.06,"$625,000","$467,128"
115,KP Appanna,Royal Challengers Bangalore,-40,-0.161,0.016,NA,"$465,994"
116,AN Ghosh,Kolkata Knight Riders,-40,-0.163,0.001,NA,"$464,860"
117,PC Valthaty,Rajasthan Royals,-41,-0.16699999999999998,0.001,NA,"$462,593"
118,AB McDonald,Delhi Daredevils,-43,-0.172,0.001,NA,"$459,759"
119,A Flintoff,Chennai Super Kings,-43,-0.174,0.031,"$1,550,000","$458,625"
120,SM Katich,Kings XI Punjab,-44,-0.17800000000000002,0.038,"$200,000","$456,357"
121,SK Trivedi,Rajasthan Royals,-44,-0.18,0.044000000000000004,NA,"$455,224"
122,FH Edwards,Deccan Chargers,-45,-0.184,0.044000000000000004,"$150,000","$452,956"
123,GC Smith,Rajasthan Royals,-46,-0.18600000000000003,0.06,"$250,000","$451,822"
124,Yashpal Singh,Kolkata Knight Riders,-47,-0.188,0.013999999999999999,NA,"$450,689"
125,PA Patel,Chennai Super Kings,-47,-0.19,0.036000000000000004,"$325,000","$449,555"
126,S Sohal,Kings XI Punjab,-48,-0.196,0.03,NA,"$446,154"
127,VS Malik,Kings XI Punjab,-50,-0.201,0.015,NA,"$443,320"
128,AS Raut,Rajasthan Royals,-53,-0.212,0.019,NA,"$437,084"
129,Mashrafe Mortaza,Kolkata Knight Riders,-53,-0.214,0.002,"$600,000","$435,950"
130,M Morkel,Rajasthan Royals,-54,-0.217,0.006,NA,"$434,250"
131,WA Mota,Kings XI Punjab,-54,-0.217,0.03,NA,"$434,250"
132,S Dhawan,Mumbai Indians,-55,-0.221,0.008,NA,"$431,982"
133,RR Raje,Mumbai Indians,-55,-0.223,0.01,NA,"$430,848"
134,Shoaib Ahmed,Deccan Chargers,-55,-0.22399999999999998,0.044000000000000004,NA,"$430,282"
135,ST Jayasuriya,Mumbai Indians,-56,-0.22699999999999998,0.10800000000000001,"$975,000","$428,581"
136,V Kohli,Royal Challengers Bangalore,-57,-0.23,0.077,NA,"$426,880"
137,VRV Singh,Kings XI Punjab,-58,-0.23600000000000002,0.006999999999999999,NA,"$423,479"
138,LR Shukla,Kolkata Knight Riders,-59,-0.24,0.049,NA,"$421,212"
139,PP Chawla,Kings XI Punjab,-59,-0.24,0.09699999999999999,"$400,000","$421,212"
140,MS Gony,Chennai Super Kings,-59,-0.24100000000000002,0.027999999999999997,NA,"$420,645"
141,V Sehwag,Delhi Daredevils,-60,-0.244,0.043,NA,"$418,944"
142,RJ Quiney,Rajasthan Royals,-62,-0.252,0.03,NA,"$414,409"
143,MC Henriques,Kolkata Knight Riders,-66,-0.267,0.023,NA,"$405,906"
144,JDP Oram,Chennai Super Kings,-67,-0.27,0.062,"$675,000","$404,206"
145,Y Venugopal Rao,Deccan Chargers,-67,-0.271,0.062,NA,"$403,639"
146,BAW Mendis,Kolkata Knight Riders,-69,-0.278,0.017,NA,"$399,671"
147,DR Smith,Deccan Chargers,-71,-0.289,0.062,"$100,000","$393,435"
148,M Kartik,Kolkata Knight Riders,-73,-0.297,0.040999999999999995,"$425,000","$388,901"
149,SK Warne,Rajasthan Royals,-76,-0.306,0.11599999999999999,"$450,000","$383,799"
150,VVS Laxman,Deccan Chargers,-76,-0.306,0.004,"$375,000","$383,799"
151,K Goel,Kings XI Punjab,-77,-0.311,0.040999999999999995,NA,"$380,964"
152,CH Gayle,Kolkata Knight Riders,-79,-0.32,0.061,NA,"$375,863"
153,AB Agarkar,Kolkata Knight Riders,-81,-0.327,0.066,"$350,000","$371,895"
154,YK Pathan,Rajasthan Royals,-84,-0.33799999999999997,0.122,"$475,000","$365,659"
155,RJ Harris,Deccan Chargers,-85,-0.34299999999999997,0.057,NA,"$362,825"
156,RV Uthappa,Royal Challengers Bangalore,-85,-0.344,0.052000000000000005,"$800,000","$362,258"
157,DS Kulkarni,Mumbai Indians,-94,-0.382,0.035,NA,"$340,717"
158,RE van der Merwe,Royal Challengers Bangalore,-96,-0.39,0.09699999999999999,NA,"$336,182"
159,R Vinay Kumar,Royal Challengers Bangalore,-101,-0.408,0.061,NA,"$325,979"
160,JD Ryder,Royal Challengers Bangalore,-103,-0.418,0.023,"$160,000","$320,310"
161,P Kumar,Royal Challengers Bangalore,-103,-0.418,0.107,NA,"$320,310"
162,Harmeet Singh,Deccan Chargers,-116,-0.47,0.019,NA,"$290,833"
163,SC Ganguly,Kolkata Knight Riders,-119,-0.48,0.067,NA,"$285,164"
164,JH Kallis,Royal Challengers Bangalore,-134,-0.544,0.146,"$900,000","$248,885"
165,AB Dinda,Kolkata Knight Riders,-138,-0.557,0.027999999999999997,NA,"$241,516"
