Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
103,Tejas Baroka,Gujarat Lions,-33,-0.12,0.002,"$15,000","$310,464"
104,Vishnu Vinod,Royal Challengers Bangalore,-34,-0.122,0.003,NA,"$308,350"
105,AP Tare,Delhi Daredevils,-35,-0.126,0.005,"$37,000","$304,122"
106,KK Nair,Delhi Daredevils,-35,-0.127,0.08199999999999999,"$600,000","$303,065"
107,S Nadeem,Delhi Daredevils,-35,-0.127,0.035,"$141,000","$303,065"
108,RG Sharma,Mumbai Indians,-36,-0.13,0.076,"$1,916,667","$299,895"
109,CH Gayle,Royal Challengers Bangalore,-37,-0.134,0.049,"$1,400,000","$295,667"
110,Anureet Singh,Kings XI Punjab,-37,-0.135,0.004,"$33,000","$294,610"
111,K Rabada,Delhi Daredevils,-40,-0.145,0.065,"$746,000","$284,041"
112,J Yadav,Delhi Daredevils,-41,-0.149,0.005,"$16,000","$279,813"
113,Bipul Sharma,Sunrisers Hyderabad,-43,-0.157,0.028999999999999998,NA,"$271,358"
114,PP Chawla,Kolkata Knight Riders,-43,-0.157,0.040999999999999995,"$708,000","$271,358"
115,MJ Henry,Kings XI Punjab,-44,-0.158,0.009000000000000001,"$75,000","$270,301"
116,SB Jakati,Gujarat Lions,-46,-0.16699999999999998,0.002,"$30,000","$260,789"
117,IK Pathan,Gujarat Lions,-50,-0.183,0.001,"$150,000","$243,878"
118,DT Christian,Rising Pune Supergiants,-51,-0.185,0.094,"$149,000","$241,764"
119,Kuldeep Yadav,Kolkata Knight Riders,-53,-0.191,0.079,"$66,000","$235,423"
120,A Mishra,Delhi Daredevils,-53,-0.192,0.092,"$15,000","$234,366"
121,MA Agarwal,Delhi Daredevils,-53,-0.192,0.005,"$266,000","$234,366"
122,YK Pathan,Kolkata Knight Riders,-55,-0.2,0.044000000000000004,"$541,000","$225,911"
123,T Natarajan,Kings XI Punjab,-56,-0.204,0.018000000000000002,"$450,000","$221,683"
124,MM Patel,Gujarat Lions,-57,-0.207,0.006999999999999999,"$45,000","$218,512"
125,DL Chahar,Rising Pune Supergiants,-58,-0.21,0.008,"$15,000","$215,341"
126,SL Malinga,Mumbai Indians,-62,-0.226,0.087,"$1,350,000","$198,431"
127,Sachin Baby,Royal Challengers Bangalore,-64,-0.23199999999999998,0.002,"$15,000","$192,089"
128,Harbhajan Singh,Mumbai Indians,-65,-0.23399999999999999,0.066,"$1,333,333","$189,976"
129,Z Khan,Delhi Daredevils,-67,-0.243,0.066,"$666,667","$180,463"
130,S Badree,Royal Challengers Bangalore,-68,-0.245,0.061,"$75,000","$178,350"
131,KC Cariappa,Kings XI Punjab,-68,-0.248,0.021,"$120,000","$175,179"
132,TA Boult,Kolkata Knight Riders,-74,-0.26899999999999996,0.036000000000000004,"$746,000","$152,984"
133,Swapnil Singh,Kings XI Punjab,-74,-0.27,0.01,"$15,000","$151,927"
134,Mandeep Singh,Royal Challengers Bangalore,-75,-0.273,0.045,"$133,000","$148,756"
135,AD Mathews,Delhi Daredevils,-76,-0.27399999999999997,0.008,"$300,000","$147,699"
136,CR Brathwaite,Delhi Daredevils,-79,-0.28800000000000003,0.006999999999999999,"$630,000","$132,902"
137,TS Mills,Royal Challengers Bangalore,-83,-0.302,0.033,"$1,791,000","$118,105"
138,MN Samuels,Delhi Daredevils,-84,-0.305,0.008,"$400,000","$114,935"
139,CJ Anderson,Delhi Daredevils,-88,-0.318,0.066,"$150,000","$101,195"
140,DS Kulkarni,Gujarat Lions,-88,-0.319,0.019,"$300,000","$100,138"
141,DR Smith,Gujarat Lions,-89,-0.324,0.07,"$345,000","$94,853"
142,SN Thakur,Kings XI Punjab,-90,-0.327,0.075,"$33,000","$91,683"
143,AF Milne,Royal Challengers Bangalore,-95,-0.34299999999999997,0.025,"$116,667","$74,772"
144,MC Henriques,Sunrisers Hyderabad,-95,-0.34299999999999997,0.073,"$166,000","$74,772"
145,BCJ Cutting,Sunrisers Hyderabad,-95,-0.34600000000000003,0.018000000000000002,"$75,000","$71,601"
146,Basil Thampi,Gujarat Lions,-96,-0.349,0.076,NA,"$68,430"
147,PJ Sangwan,Gujarat Lions,-98,-0.355,0.032,"$30,000","$62,089"
148,AB Dinda,Rising Pune Supergiants,-103,-0.374,0.009000000000000001,"$75,000","$42,008"
149,S Kaushik,Gujarat Lions,-103,-0.374,0.005,"$15,000","$42,008"
150,C de Grandhomme,Kolkata Knight Riders,-108,-0.39299999999999996,0.066,NA,"$21,926"
151,MP Stoinis,Kings XI Punjab,-113,-0.41100000000000003,0.017,"$82,500","$2,902"
152,Ankit Soni,Gujarat Lions,-134,-0.486,0.02,NA,"$-76,367"
153,RA Jadeja,Gujarat Lions,-137,-0.498,0.079,"$916,667","$-89,050"
154,JP Faulkner,Gujarat Lions,-150,-0.545,0.049,"$850,000","$-138,725"
155,Mohammed Shami,Delhi Daredevils,-163,-0.59,0.048,"$708,000","$-186,286"
156,MM Sharma,Kings XI Punjab,-171,-0.619,0.09300000000000001,"$975,000","$-216,936"
157,S Aravind,Royal Challengers Bangalore,-183,-0.665,0.049,NA,"$-265,554"
158,SR Watson,Royal Challengers Bangalore,-196,-0.7120000000000001,0.05,"$1,425,000","$-315,229"
159,I Sharma,Sunrisers Hyderabad,-217,-0.7859999999999999,0.013000000000000001,"$570,000","$-393,441"
160,SP Narine,Kolkata Knight Riders,-223,-0.807,0.121,"$700,000","$-415,636"
