Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
175,RV Gomez,Kochi Tuskers Kerala,-77,-0.28600000000000003,0.046,NA,"$323,549"
176,M Muralitharan,Kochi Tuskers Kerala,-79,-0.294,0.018000000000000002,"$1,100,000","$316,748"
177,Y Nagar,Delhi Daredevils,-81,-0.301,0.025,NA,"$310,797"
178,JJ van der Wath,Royal Challengers Bangalore,-83,-0.309,0.027000000000000003,"$50,000","$303,996"
179,NLTC Perera,Kochi Tuskers Kerala,-86,-0.319,0.02,"$80,000","$295,495"
180,S Randiv,Chennai Super Kings,-86,-0.319,0.034,"$80,000","$295,495"
181,L Balaji,Kolkata Knight Riders,-91,-0.337,0.064,"$500,000","$280,192"
182,R Vinay Kumar,Kochi Tuskers Kerala,-94,-0.35,0.083,"$475,000","$269,140"
183,Z Khan,Royal Challengers Bangalore,-101,-0.375,0.102,"$900,000","$247,887"
184,DJ Hussey,Kings XI Punjab,-103,-0.38299999999999995,0.019,"$1,400,000","$241,086"
185,AM Nayar,Kings XI Punjab,-109,-0.406,0.02,"$800,000","$221,533"
186,AUK Pathan,Royal Challengers Bangalore,-113,-0.42,0.006999999999999999,NA,"$209,631"
187,DT Christian,Deccan Chargers,-117,-0.435,0.106,"$900,000","$196,879"
188,AL Menaria,Rajasthan Royals,-118,-0.43700000000000006,0.055,NA,"$195,179"
189,AJ Finch,Delhi Daredevils,-120,-0.445,0.009000000000000001,"$300,000","$188,378"
190,P Kumar,Kings XI Punjab,-126,-0.469,0.066,"$800,000","$167,974"
191,UT Yadav,Delhi Daredevils,-136,-0.505,0.017,NA,"$137,370"
192,TL Suman,Mumbai Indians,-140,-0.519,0.013000000000000001,NA,"$125,468"
193,M Kartik,Pune Warriors,-148,-0.5489999999999999,0.013000000000000001,"$400,000","$99,964"
194,NV Ojha,Delhi Daredevils,-176,-0.652,0.033,"$270,000","$12,400"
195,M Manhas,Pune Warriors,-186,-0.691,0.023,NA,"$-20,756"
196,KA Pollard,Mumbai Indians,-196,-0.727,0.091,"$750,000","$-51,360"
197,B Lee,Kolkata Knight Riders,-216,-0.8009999999999999,0.040999999999999995,"$400,000","$-114,270"
198,A Mithun,Royal Challengers Bangalore,-228,-0.847,0.039,"$260,000","$-153,377"
